x1	x2	y
-1.259350364	-0.950538181	-0.340882833
0.718645336	0.688176602	1.002152792
0.477016093	0.451711491	0.675646907
-0.602449967	-0.569252351	-0.229790483
1.85265332	0.972567824	2.746437234
-0.72374686	-0.662627118	-0.201242794
-0.861659945	-0.756732203	-0.462344998
-1.142066249	-0.903147778	-0.170534297
-0.930760952	-0.802652827	-0.197046152
-0.716215135	-0.646221469	-0.32001199
-0.834866602	-0.709469203	-0.499338851
0.226337289	0.196873411	0.27811828
-0.897266028	-0.769277496	-0.392213298
-1.991567261	-0.928531966	-1.072583767
-0.300921325	-0.304773798	-0.173356989
-0.627862115	-0.639732515	-0.123422197
0.288128338	0.300830775	0.326476782
1.281225933	0.969355035	2.110762205
-0.026666363	-0.02312951	-0.09977249
-1.555123302	-0.997677713	-0.523596093
-0.670073182	-0.646833303	-0.241317417
-1.343405279	-1.014897062	-0.504601459
0.366919209	0.366934437	0.597065854
-0.365135082	-0.377423792	-0.247466167
0.212669014	0.215241705	0.341927363
-0.063263239	-0.048898229	-0.224084267
-0.881276711	-0.782673428	-0.043442672
-0.135248597	-0.126134214	-0.122233567
-0.640224192	-0.584247373	-0.125510765
0.939618242	0.81966739	1.553922775
1.473399473	0.995542752	2.475635512
-2.577400479	-0.557117756	-2.214569341
0.256510922	0.272073166	0.227366987
0.477751871	0.489593424	0.629872676
-1.967437935	-0.93303382	-1.255062171
-0.029666026	-0.043508881	-0.107528188
-0.838190452	-0.725846068	-0.347773317
1.61188718	0.958288912	2.372440783
1.820335176	0.982033521	2.70669843
-0.891923445	-0.776453979	-0.339435908
-0.597607918	-0.535561873	-0.33008337
-0.216914864	-0.245877383	-0.171155599
1.624659426	0.995555246	2.517176273
1.448057405	0.990038087	2.401096788
-0.677247062	-0.637024063	-0.243776869
0.39397413	0.366839725	0.587450819
-0.399076998	-0.417287056	-0.251804958
-1.072882745	-0.879753218	-0.353640282
-1.842976936	-1.008490838	-0.777320382
0.224681043	0.278438325	0.287167628
-0.894319426	-0.777441636	-0.288838062
-0.42937336	-0.401858346	-0.238177722
0.129670145	0.094112754	0.050058553
1.097295974	0.885946231	1.830114866
2.91831252	0.216140087	3.120884836
-0.490815934	-0.412890402	-0.280437996
0.045653127	0.040098372	0.020528451
0.328670103	0.33223879	0.3885035
-0.663556141	-0.602273094	-0.20064471
-0.67191843	-0.641411061	-0.188880418
0.931191212	0.817612574	1.501663144
0.975674971	0.814857688	1.677907724
0.126014911	0.115224572	0.203543008
-0.403574602	-0.375178322	-0.339187897
0.493182457	0.459123242	0.597254097
-0.71400781	-0.659302767	-0.194923965
0.24117493	0.241898344	0.463629947
0.094654897	0.098590721	0.160773613
-1.125297531	-0.905208416	-0.439715316
-0.244237711	-0.229392206	-0.190280803
0.050145199	0.020180471	-0.028656189
-0.395463115	-0.399475153	-0.177492215
0.838991398	0.737031303	1.406875823
1.323193845	0.956816507	2.183005766
0.921802812	0.776896784	1.357500417
0.960558629	0.796005	1.815334766
-1.157925347	-0.888866559	-0.504496232
-0.64719739	-0.620440603	-0.188900838
0.343117739	0.313505414	0.438439363
-1.052487449	-0.902068553	-0.124334494
0.463522606	0.485020631	0.782352122
-0.463944173	-0.463060412	-0.179040996
-2.060948179	-0.892889276	-1.305469074
-0.215967772	-0.217001725	-0.158822698
1.260654601	0.932788669	2.216290772
-0.27817248	-0.283640291	-0.117672428
0.426328779	0.40476734	0.50951441
1.328988037	0.975830462	2.321755382
-1.221707062	-0.929964294	-0.264128973
-0.743221271	-0.674588798	-0.240522282
0.385516857	0.341406439	0.65416826
1.801196967	1.007257424	2.631416355
-0.625166492	-0.571010436	-0.234633036
1.553025617	1.010000725	2.503819815
-1.102547313	-0.88716575	-0.324907644
0.234250111	0.195820891	0.25572465
0.878141896	0.745099412	1.420761868
-0.882756432	-0.743111601	-0.43618656
0.861692892	0.783699772	1.376088607
1.360522688	0.971033736	2.174778268
1.835092194	0.986307013	2.943163281
0.86754996	0.753082743	1.408106793
0.770776635	0.716317889	1.138737004
-0.650436585	-0.606755073	-0.386606922
1.845112993	0.981195664	2.802227449
0.45921834	0.448177397	0.702293176
-1.387584037	-0.969218778	-0.428025934
0.009997678	0.027203832	0.007849774
-1.076259431	-0.88717753	-0.290734238
-0.119253239	-0.101344436	-0.14869686
-1.624928239	-1.040405391	-0.437006066
-0.381587228	-0.394913742	-0.253328017
0.210433477	0.199255487	0.1216749
-0.400324571	-0.44078454	-0.343021221
-2.229109573	-0.78050055	-1.695674216
-0.18095718	-0.168661645	-0.052167664
-0.722645537	-0.655511482	-0.393372918
2.050823777	0.884523929	2.972862994
-0.361144325	-0.338955316	-0.244043187
-1.45962508	-0.993711969	-0.507784547
0.197666134	0.208192018	0.200365343
0.039015259	0.035890302	0.03463468
-0.08577006	-0.073076583	-0.26510297
0.608901753	0.526506154	0.870651563
2.00509891	0.914966932	2.761003784
-0.241056195	-0.237720647	-0.133852541
-0.105804295	-0.145509636	-0.072206121
-0.518875029	-0.494103608	-0.395585728
-2.385745829	-0.657859427	-1.851789167
1.251575411	0.939043417	2.091699281
-0.356981277	-0.356620379	-0.216322409
-1.164824284	-0.927364077	-0.20961731
-1.130564002	-0.881990056	-0.34782413
-1.215710157	-0.924398647	-0.443603683
-0.525165574	-0.481098094	-0.133268841
-0.11395738	-0.12680921	-0.196425954
0.245221356	0.229983381	0.187263984
0.530846592	0.494221437	0.749532893
-0.454543551	-0.415717373	-0.200359808
0.228010509	0.216135302	0.169120999
0.005761157	0.029831051	-0.098972856
-1.297641101	-0.956461971	-0.416803225
0.173996427	0.146335966	0.24968307
-1.041813639	-0.859587517	-0.299888319
0.067758435	0.055449993	0.078230908
-0.413373408	-0.417688735	-0.162216163
1.326991529	0.968473565	2.272409807
-0.849758082	-0.749086885	-0.302622781
1.568838703	1.012138287	2.676357264
0.50969386	0.472058432	0.711684645
0.6540811	0.575442088	1.001193838
-1.38669008	-0.96434782	-0.531320623
-0.177254266	-0.193078775	-0.063267489
-0.140749398	-0.12135616	-0.038428607
0.292032645	0.289385297	0.427123372
-1.049737563	-0.880420157	-0.360133019
